status,source_URLs,Name,Type,Cardinality,Label,Required,Help
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,contribPct,string,0..1,,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,createdDate,dateTime,0..1,Date Created,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,createdFrom,RecordRef,0..1,Created From,F,"This field shows the return Authorization this refund is created from.
Click the link to open the return authorization."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,creditCard,RecordRef,0..1,Cards on File,F,References the credit card records associated with the customer record.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,creditCardProcessor,RecordRef,0..1,Payment Processing Profile,F,References a user-defined Credit Card Processor record at Setup > Company > Credit Card Processors.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,currency,RecordRef,0..1,Currency,F,"If you do not use the Multi-Currency Customers feature, the currency of the customer you are creating this transaction for is shown here.
If you use the Multi-Currency Customers feature, select the transaction currency you want to create this transaction in. This customer's primary currency is selected by default.
If you have already selected items on this transaction, selecting a new currency refreshes them to show the price in the new currency (except for items you entered custom prices for) and recalculates tax and gross profit."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,currencyName,string,0..1,Currency,F,A read only field that defaults to the currency associated with the customer referenced by the entity field.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,customFieldList,CustomFieldList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,customForm,RecordRef,0..1,Custom Form,F,"If you customized a cash refund form, select it here, or click New to customize a new cash refund form."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,debitCardIssueNo,string,0..1,{#Issue#} No.,F,Sets the debit card authorization number for UK accounts only. The debit card authorization number is printed on the card. Required for users of SecPay or WorldPay.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,deferredRevenue,double,0..1,Deferred Revenue,F,"Deferred Revenue:
amount of revenue deferred on this transaction"
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,department,RecordRef,0..1,{1},F,References a value from a user defined list at Setup > Company > Departments. This field is required when Make Departments Mandatory is enabled at Setup > Accounting > Accounting Preferences.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,discountItem,RecordRef,0..1,Discount Item,F,"References a value in a user defined discount list. To create new values, click Lists > Accounting > Items > New and then select Discount."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,discountRate,string,0..1,Rate,F,"If the value entered here includes the percent sign, the discount rate applied to the item is calculated as a percent. If the value entered here does not include the percent sign, the discount rate is applied as an absolute discount value. For example, 10% would result in a ten percent discount on the item whereas 10 would result in a ten dollar discount on the item."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,discountTotal,double,0..1,Discount Total,F,This is a read-only field that returns the amount discounted on this Estimate.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,dynamicDescriptor,string,0..1,Soft Descriptor,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,email,string,0..1,Email,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,entity,RecordRef,0..1,{1},T,Sets the customer this Cash Refund is associated with. Required on Add.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,entityTaxRegNum,RecordRef,0..1,Customer Tax Reg. Number,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,estGrossProfit,double,0..1,Est. Gross Profit,F,"Estimated Gross Profit is a read-only field that equals the revenue amount minus the Est. Cost. At the transaction level, it equals the gross profit of all lines, factoring transaction-level discounts and markups."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,estGrossProfitPercent,double,0..1,Est. Gross Profit Percent,F,"Estimated Gross Profit Margin, as a percentage: Read-only field that equals the Est. Gross Profit divided by revenue, expressed as a percentage. At the transaction level, it equals the gross profit percent of all lines, factoring transaction-level discounts and markups."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,exchangeRate,double,0..1,Exchange Rate,T,Defaults to the current currency exchange rate as defined in the currency record. This is only settable on an Add.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,excludeCommission,boolean,0..1,Exclude Commissions,F,Check this option to exclude this transaction and its subordinate transactions from inclusion in all commission calculations.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,fax,string,0..1,Fax,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,giftCert,RecordRef,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,giftCertApplied,double,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,giftCertAvailable,double,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,giftCertTotal,double,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,handlingCost,double,0..1,Handling Cost,F,Enter the amount the customer was charged for handling.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,handlingMode,CashRefundHandlingMode,0..1,Handling Mode,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,handlingTax1Rate,double,0..1,Tax Rate,F,The tax rate for this tax code is shown here.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,handlingTax2Rate,string,0..1,Tax Rate,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,handlingTaxCode,RecordRef,0..1,Handling Tax Code,F,Select the tax code that determines the tax for handling charges.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,inputAuthCode,string,0..1,Input Auth. Code,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,inputReferenceCode,string,0..1,Input P/N Ref.,T,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,isTaxable,boolean,0..1,Taxable,F,"If set to true, the entire order is taxable."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,itemList,CashRefundItemList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,job,RecordRef,0..1,{1},F,Select the job associated with the transaction you are refunding.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,lastModifiedDate,dateTime,0..1,Date Last Modified,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,leadSource,RecordRef,0..1,Lead Source,F,"Select the lead source this transaction is associated with.
If you use the Marketing Automation feature, your list of lead sources is your list of campaigns.
If you do not use Marketing Automation, you can create new lead sources at <_TABNAME=LIST_CRMOTHERLIST_> > <_TASKCATEGORY=LIST_CRMOTHERLIST_> > CRM Lists > New > Lead Source."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,location,RecordRef,0..1,{1},F,References a value in a user-defined list at Setup > Company > Classifications > Locations. This field is required when Make Locations Mandatory is enabled at Setup > Accounting > Accounting Preferences.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,memo,string,0..1,Memo,F,"If you wish, enter a memo to describe this cash refund. It will appear on reports such as the 2-line Undeposited Funds register."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,message,string,0..1,,,Defaults to the value selected in messageSel.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,messageSel,RecordRef,0..1,Select Message,F,References a value in a user-defined list at Setup > Accounting > Setup Tasks > Accounting Lists > New > Customer Message.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,nexus,RecordRef,0..1,Nexus,F,"This field shows the nexus of the transaction. NetSuite automatically populates this field based on the nexus lookup logic. 
You can override the transaction nexus and tax registration number that NetSuite automatically selects by checking the Nexus Override box. When you select a different nexus in the dropdown list, the corresponding tax registration number is automatically selected in the Subsidiary Tax Reg. Number field."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,otherRefNum,string,0..1,,,Sets the customer PO number associated with the current Cash Refund.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,outputAuthCode,string,0..1,Auth. Code,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,outputReferenceCode,string,0..1,P/N Ref.,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,partner,RecordRef,0..1,Partner,F,References an existing partner record. Defaults to the partner set on the entity record.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,partnersList,CashRefundPartnersList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,paymentCardCsc,string,0..1,CSC,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,paymentMethod,RecordRef,0..1,Pmt. Meth.,F,Reference to a value in a user-defined list at Setup > Accounting > Setup Tasks > Accounting Lists > New > Payment Method. This value sets the type of card.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,paymentOperation,CashRefundPaymentOperation,0..1,Payment Operation,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,paymentOption,RecordRef,0..1,Payment Option,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,paymentProcessingProfile,RecordRef,0..1,Payment processing profile,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,payPalAuthId,string,0..1,Authorization ID,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,payPalProcess,boolean,0..1,Process PayPal Payment,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,payPalStatus,string,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,payPalTranId,string,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,pnRefNum,string,0..1,P/N Ref.,F,"If you accept credit card payments, the Verisign authentication code appears here once the payment is approved."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,postingPeriod,RecordRef,0..1,Posting Period,F,Required on Add when the Accounting Periods feature is enabled.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,promoCode,RecordRef,0..1,Promotion,F,"Sets a promotion code to apply to this transaction. Defaults to the default promotion code (if defined) at Setup > Marketing > Marketing Preferences. Customers associated with a partner can only use that partner's promotion codes. If you select a promotion code associated with a partner, this transaction is attributed to that partner for reporting purposes. To view existing Promotion Codes, go to Lists > Marketing > Promotion Codes."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,recognizedRevenue,double,0..1,Recognized Revenue,F,"Recognized Revenue:
cumulative amount of revenue recognized for this transaction"
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,refundCheck,boolean,0..1,Create {1},F,"If set the TRUE, the refund will be made by check. If FALSE, the refund will be made by cash or credit card."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,revenueStatus,RevenueStatus,0..1,Revenue Status,F,"The possible values for this field are:
   1. Pending: indicates that no recognition has occurred. All revenue is still deferred.
   2. In Progress: indicates that some recognition has occurred.
   3. Completed: indicates that all recognition has occurred. No deferred revenue remains."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,revRecOnRevCommitment,boolean,0..1,Rev Rec on Rev Commit.,F,"Check this check box to create a Revenue Commitment or Revenue Commitment Reversal.
    * On a Sales Order, the Revenue Commitment replaces an invoice
    * On a Return Authorization, the Revenue Commitment Reversal replaces a credit memo.
NetSuite creates all applicable Revenue Recognition schedules the Revenue Commitment or Revenue Commitment Reversal."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,salesEffectiveDate,dateTime,0..1,Sales Effective Date,F,"You can change the sales effective date for this transaction.
The sales effective date determines which commission plan and historical sales team this transaction applies to.
If this return is created from a sales transaction, the sales effective date from the sale shown in the Created From field is set by default for this refund."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,salesGroup,RecordRef,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,salesRep,RecordRef,0..1,Sales Rep,F,"Defaults to the sales representative associated with the customer referenced by the entity field. This field is NOT available when the Team Selling feature is enabled. If Team Selling is enabled, you must define sales reps in the CashRefundSalesTeamList list."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,salesTeamList,CashRefundSalesTeamList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,shipMethod,RecordRef,0..1,Ship Via,F,References a value in a user-defined list at Lists > Accounting > Shipping Items. Sets the ship method for this transaction.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,shippingCost,double,0..1,Shipping Cost,F,"Sets the shipping cost for this transaction. If your account is set up to automatically charge for shipping, this defaults to the value that corresponds to the shipping method selected. Shipping items can be added at Lists > Accounting > Shipping Item."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,shippingTax1Rate,double,0..1,Tax Rate,F,This is a read-only field that returns the tax rate associated with the value set in shippingTaxCode.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,shippingTax2Rate,string,0..1,Tax Rate,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,shippingTaxCode,RecordRef,0..1,Shipping Tax Code,F,References a value in a user-defined list at Setup > Accounting > Taxes > Tax Items.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,source,string,0..1,Source,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,status,string,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,subsidiary,RecordRef,0..1,{1},F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,subsidiaryTaxRegNum,RecordRef,0..1,Subsidiary Tax Reg. Number,F,"This field shows the tax registration number of the transaction nexus. NetSuite automatically populates this field based on the nexus lookup logic. 
You can override the transaction nexus and tax registration number that NetSuite automatically selects by checking the Nexus Override box. When you select a different tax registration number in the dropdown list, the corresponding nexus is automatically selected in the Nexus field."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,subTotal,double,0..1,Subtotal,F,"This is a read-only field that returns the total before any discounts, shipping cost, handling cost or tax is added to the order."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,syncPartnerTeams,boolean,0..1,,,Check this box if you want to update the sales team on the customer's record with changes you make here.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,syncSalesTeams,boolean,0..1,,,Check this box if you want to update the sales team on the customer's record with changes you make here.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,tax2Total,double,0..1,PST,F,This is a read-only field that returns the PST tax in Canadian Accounts.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,taxDetailsList,TaxDetailsList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,taxDetailsOverride,boolean,0..1,Tax Details Override,F,Check this box to override the tax information on the Tax Details subtab of the transaction. Only roles with at least the Edit level of the Tax Details Tab permission can override the tax details.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,taxItem,RecordRef,0..1,Tax,F,"A tax item is a tax that you collect at one certain rate and pay to one tax agency for this sale. NetSuite inserts the tax item for this customer from the record at Lists > Customers. To change it just for this refund, select another tax item.
To add additional choices to this list, go to Lists > New Item > Sales Tax Item."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,taxPointDate,dateTime,0..1,Tax Point Date,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,taxRate,double,0..1,Tax %,F,NetSuite inserts the percentage rate of the tax item from its record at Lists > Items. You can change it here for just this transaction if you wish.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,taxRegOverride,boolean,0..1,Tax Registration Override,F,Check this box to override the values in the Nexus and Subsidiary Tax Reg. Number fields. Only roles with at least the Edit level of the Tax Details Tab permission can override the values that NetSuite automatically selects in these fields.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,taxTotal,double,0..1,Tax,F,This is a read-only field that returns the result of the tax rate multiplied by the taxable total of line items for the transaction.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,toBeEmailed,boolean,0..1,To Be Emailed,F,Causes the Cash Refund to be mailed to all email addresses included in the email field.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,toBeFaxed,boolean,0..1,To Be Faxed,F,Causes the Cash Refund to be faxed to the fax number included in the fax field.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,toBePrinted,boolean,0..1,To Be Printed,F,"If enabled, this invoice is saved in a queue of invoices that can be printed at a later date."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,toPrint2,boolean,0..1,Print {1},F,"If set to TRUE, the refund check is added to the check printing queue. The refundCheck field must also be set to TRUE."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,total,double,0..1,Total,F,"This is a read-only field that returns the total of line items, tax and shipping costs."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,totalCostEstimate,double,0..1,Est. Cost,F,"The estimated cost of the specific number of items. This is calculated as:
estimated rate x quantity = estimated cost"
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,tranDate,dateTime,0..1,Date,T,Required on Add. Defaults to the current date.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,tranId,string,0..1,Refund #,F,Defaults to the largest Cash Refund number incremented by one. You can overwrite with another number.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,tranIsVsoeBundle,boolean,0..1,Transaction Is VSOE Bundle,F,Check this box to include all items added to this transaction as a VSOE bundle.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,validFrom,dateTime,0..1,Valid From / Start Date (MM/YYYY),F,Enter the date when this card first became valid. Use the format MM/YYYY.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,vatRegNum,string,0..1,VAT Registration,F,Sets the Tax ID for UK accounts.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashrefund.html,vsoeAutoCalc,boolean,0..1,Auto Calculate VSOE Allocation,F,"The VSOE allocation amount can be calculated automatically by checking the Auto Calculate VSOE Allocation box. Allocation is the process to determine the VSOE price for items.
 
The total VSOE amount allocated is the revenue amount to be recognized for the bundle."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,,,,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,account,RecordRef,0..1,Account,F,Sets the account to be credited when payment is received via credit card. The undepFunds field must be set to FALSE in order to set this field.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,accountingBookDetailList,AccountingBookDetailList,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,altHandlingCost,double,0..1,Handling Cost,F,"The handling cost automatically calculates depending on the shipping method you select in the Ship Via field.
To change the cost of handling, go to Lists > Shipping Items and select the shipping method with the handling cost you want to change."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,altShippingCost,double,0..1,Shipping Cost,F,This is a read-only field that returns the shipping costs based on the shipping method selected in shipMethod.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,authCode,string,0..1,Auth. Code,F,"Sets the authorization code for the transaction. If you have a NetSuite merchant account, then this field autofills with the authorization code as soon as the charge is approved. If you do not have a NetSuite merchant account, enter the authorization code you receive when the charge to the customer's credit card is validated outside of NetSuite, such as by a card-swipe terminal."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,billAddressList,RecordRef,0..1,Bill To Select,F,"Sets the billing address for this transaction. This field defaults to the default Billing Address set on the associated Customer record. Use CustomerAddressBookList on the Customer Record to retrieve a list of currently defined addresses for a specific customer. If an address has NOT been defined, you must first define an address on the Customer record in order to set a billing addess for this transaction."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,billingAccount,RecordRef,0..1,Billing Account,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,billingAddress,Address,0..1,Billing Address,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,billingSchedule,RecordRef,0..1,,,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,canHaveStackable,boolean,0..1,Can Stack Promotions,F,
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,ccApproved,boolean,0..1,Credit Card Approved,F,Sets the status of the credit card to approved.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,ccAvsStreetMatch,AvsMatchCode,0..1,AVS Street Match,F,"References a value in a system list. This value sets the Address Verification Services (AVS) result code returned to VeriSign when a credit card transaction takes place.
Possible values include _Y, _N _X.
The possible values include:
_Y � The address information submitted did match.
_N � The address information submitted did not match.
_X � The credit card company does not support AVS, or no information was returned to VeriSign.
If getAuth is set to True, this value can NOT be set."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,ccAvsZipMatch,AvsMatchCode,0..1,AVS Zip Match,F,"References a value in a system list. This value sets the Address Verification Services (AVS) result code returned to VeriSign when a credit card transaction takes place.
Possible values include _Y, _N _X.
The possible values include:
_Y � The address information submitted did match.
_N � The address information submitted did not match.
_X � The credit card company does not support AVS, or no information was returned to VeriSign.
If getAuth is set to True, this value can NOT be set."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,ccExpireDate,dateTime,0..1,Expires (MM/YYYY),F,Sets the credit card expiration date.
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,ccIsPurchaseCardBin,boolean,0..1,Purchase Card BIN,F,"This box is marked when NetSuite determines that the credit card entered is a purchase card. If you use the Send Purchase Card Data feature and the Process as Purchase Card box is also checked, this credit card payment will be processed by NetSuite as a purchase card.
Contact your NetSuite account representative for more information."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,ccName,string,0..1,Name on Card,F,"Defaults to the cardholder name from the default credit card on the customer's record. If the default credit card is not selected in creditCard, you must provide this value."
PROCESSED,https://www.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2019_1/schema/record/cashsale.html,ccNumber,string,0..1,Credit Card #,F,"Use this field to set the credit card number. Enter numbers only, without spaces. Partially masked values are not accepted. Only a 16-digit number is accepted.
On a get, this value is masked.
When searching on this field, you can use only the empty and notEmpty operators."
